OBJECTID,ID,SECCLASS,NAME,TELEPHONE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,DIRECTIONS,EMERGTITLE,EMERGTEL,EMERGEXT,CONTDATE,CONTHOW,GEODATE,GEOHOW,NAICSCODE,NAICSDESCR,GEOLINKID,X,Y,ST_VENDOR,ST_VERSION,GEOPREC,PHONELOC,QC_QA,STATE_ID,FDID,FRST_MBRS,EMS_MBRS,TOTALPERS,NUMTRKS,NUMABUL,TOTAL_VEHI,NBR_STA,OWNER,LEVEL,TYPE,SPECIALTY,EMSLICENSE,EMERPHONE,EMS,PERM_ID,GNIS_ID,GlobalID,x2,y2
618,10479829,UNCLASSIFIED,CHEMULT RURAL FIRE PROTECTION DISTRICT STATION 2,541-365-2235,124623 TWO RIVERS ROAD, ,GILCHRIST,OR,97737, ,KLAMATH,41035,"EAST SIDE OF TWO RIVERS RD, .33 MILES SW OF CHINAQUIN DR", , , ,4/9/2008 12:00:00 AM,PHONE,5/6/2008 12:00:00 AM,ADJUSTED,922160,AMBULANCE AND FIRE SERVICE COMBINED,86764643,-121.8351961,43.3489892,NAVTEQ,2007Q2,BLOCKFACE,NO,TGS, , ,0,0,0,0,0,0,0, , , , , , ,Y, , ,c1341f63-746f-4425-a71e-765e66af9f1c,-13562633.9788,5365243.8472
619,10479170,UNCLASSIFIED,DOUGLAS FOREST PROTECTIVE ASSOCIATION - SOUTH UNIT,541-672-6507,408 STANTON PARK ROAD, ,MYRTLE CREEK,OR,97457,9317,DOUGLAS,41019,LOC ON THE N SIDE OF STANTON PARK RD APPROX 0.18 MILES E OF OUR LN, , , ,4/3/2008 12:00:00 AM,PHONE,5/6/2008 12:00:00 AM,ADJUSTED,115310,"FIREFIGHTING, FOREST",121743324,-123.3134802,42.9485295,NAVTEQ,2007Q2,BLOCKFACE,NO,TGS, , ,0,0,0,0,0,0,0, , , , , , ,N, , ,b8ee8d56-7707-4600-b30f-0404b1140fe5,-13727195.7784,5304141.2925
620,10479451,UNCLASSIFIED,CRATER LAKE NATIONAL PARK FIRE DEPARTMENT,541-594-3000,STATE HIGHWAY 62, ,CRATER LAKE,OR,97604, ,KLAMATH,41035,"NORTH SIDE OF OR-62, .59 MI NW OF MUNSON VALLEY RD", , , ,4/7/2008 12:00:00 AM,PHONE,5/6/2008 12:00:00 AM,ADJUSTED,922160,AMBULANCE AND FIRE SERVICE COMBINED,121716152,-122.1750842,42.8718841,NAVTEQ,2007Q2,BLOCKFACE,YES,TGS, ,00514,0,0,42,0,0,0,1,FEDERAL GOVERNMENT - EXECUTIVE BRANCH AGENCY, ,MOSTLY VOLUNTEER, , , ,Y, , ,777210f5-2300-49fe-88d0-bce84388221e,-13600470.1341,5292492.1236
621,10139440,UNCLASSIFIED,CLACKAMAS FIRE DISTRICT 1 STATION 7,503-742-2601,10921 SOUTHEAST 172ND AVENUE, ,BORING,OR,97009,8668,CLACKAMAS,41005,"ESTIMATED TIME OF COMPLETION, END OF 2006.", , , ,7/28/2006 12:00:00 AM,PHONE,5/6/2008 12:00:00 AM,ADJUSTED,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))",21335792,-122.4861053,45.4455052,NAVTEQ,2007Q2,BLOCKFACE,NO,TGS, , ,0,0,0,0,0,0,0, , , , , , , , , ,90889e17-3c64-40da-b88d-b9fb91762118,-13635092.9141,5691932.4426
622,10139454,UNCLASSIFIED,CLACKAMAS FIRE DISTRICT 1 STATION 17,503-742-2601,19001 SOUTH SOUTH END ROAD, ,OREGON CITY,OR,97045,9751,CLACKAMAS,41005,LOCATED ON THE NORTH CORNER OF THE T INTERSECTION OF LAFAYETTE AVENUE AND SOUTH SOUTH END ROAD., , , ,7/28/2006 12:00:00 AM,PHONE,5/6/2008 12:00:00 AM,ADJUSTED,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))",21348413,-122.6257822,45.3319123,NAVTEQ,2007Q2,BLOCKFACE,NO,TGS, , ,0,0,0,0,0,0,0, , , , , , , , , ,20551978-b475-4645-9ce7-cf6ab737d815,-13650641.6749,5673926.9767
623,10478890,UNCLASSIFIED,DOUGLAS FOREST PROTECTIVE ASSOCIATION - CENTRAL UNIT - HEADQUARTERS,541-672-6507,1758 NORTHEAST AIRPORT ROAD, ,ROSEBURG,OR,97470,1419,DOUGLAS,41019,LOC ON THE E SIDE OF NE AIRPORT RD BETWEEN NE STEWART PKY AND NE CHANNON AVE, , , ,4/3/2008 12:00:00 AM,PHONE,5/6/2008 12:00:00 AM,ADJUSTED,115310,"FIREFIGHTING, FOREST",86778449,-123.3539433,43.2309259,NAVTEQ,2007Q2,BLOCKFACE,YES,TGS, , ,0,0,0,0,0,0,0, , , , , , ,N, , ,73c3ddd1-b52f-4922-bf81-8ca5d2b5542d,-13731700.1207,5347187.9408
624,10479590,UNCLASSIFIED,UNITED STATES FOREST SERVICE - CRESCENT RANGER DISTRICT,541-433-3200,136471 UNITED STATES HIGHWAY 97 NORTH, ,CRESCENT,OR,97733, ,KLAMATH,41035,"ON THE SOUTHEAST SIDE OF US-97, LESS THAN A TENTH OF A MILE SOUTHWEST OF WARD RD.", , , ,4/8/2008 12:00:00 AM,PHONE,5/6/2008 12:00:00 AM,ADJUSTED,115310,"FIREFIGHTING, FOREST",129639382,-121.6968965,43.4611405,NAVTEQ,2007Q2,BLOCKFACE,YES,TGS, , ,0,0,0,0,0,0,0, , , , , , ,N, , ,b7be8b9f-b47e-4765-b808-254451423200,-13547238.5515,5382428.1429
625,10479587,UNCLASSIFIED,UNITED STATES FOREST SERVICE - FORT ROCK FIRE CENTER,541-383-4000,75 SOUTHEAST SCOTT STREET, ,BEND,OR,97702,1325,DESCHUTES,41017,"LOC ON THE SOUTHWEST SIDE OF SE SCOTT ST, 171 FT NORTHWEST OF SE AUNE RD.", , , ,4/8/2008 12:00:00 AM,PHONE,5/6/2008 12:00:00 AM,ADJUSTED,115310,"FIREFIGHTING, FOREST",89852210,-121.3053101,44.0506644,NAVTEQ,2007Q2,BLOCKFACE,NO,TGS, , ,0,0,0,0,0,0,0, , , , , , ,N, , ,717ba4d9-1635-45d9-a5e8-d69ad24697b5,-13503647.3741,5473286.4893
626,10479577,UNCLASSIFIED,UNITED STATES FOREST SERVICE - WHITMA RANGER STATION,541-523-6391,3285 11TH STREET, ,BAKER CITY,OR,97814,1450,BAKER,41001,"LOC ON THE WEST SIDE OF 11TH ST, BETWEEN H ST AND G ST.", , , ,4/8/2008 12:00:00 AM,PHONE,5/6/2008 12:00:00 AM,ADJUSTED,115310,"FIREFIGHTING, FOREST",86533357,-117.8430114,44.7885118,NAVTEQ,2007Q2,BLOCKFACE,YES,TGS, , ,0,0,0,0,0,0,0, , , , , , ,N, , ,94ffb0a2-d7c3-4888-8aa3-b7b839b756c0,-13118226.1158,5588288.8098
627,10477800,UNCLASSIFIED,SOUTHWEST POLK COUNTY RURAL FIRE PROTECTION DISTRICT STATION 120,503-787-3767,320 NORTH MAIN STREET, ,FALLS CITY,OR,97344,9793,POLK,41053,NORTH SIDE OF N MAIN ST. BETWEEN 3RD ST AND 2ND ST., , , ,3/31/2008 12:00:00 AM,PHONE,5/6/2008 12:00:00 AM,ADJUSTED,922160,AMBULANCE AND FIRE SERVICE COMBINED,21188181,-123.4336899,44.8663267,NAVTEQ,2007Q2,BLOCKFACE,YES,TGS, , ,0,0,0,0,0,0,0, , , , , , ,Y, , ,469c1cf4-f46c-4be0-b175-3f66d73ce367,-13740577.5114,5600502.3083
628,10482095,UNCLASSIFIED,BUREAU OF LAND MANAGEMENT - DISTRICT OFFICE - BURNS,541-573-4400,28910 UNITED STATES HIGHWAY 20, ,HINES,OR,97738, ,HARNEY,41025,"LOCATED ON THE NORTHWEST SIDE OF US-20, BETWEEN S MCGOWAN AVE AND W FILMORE ST.", , , ,4/22/2008 12:00:00 AM,PHONE,5/6/2008 12:00:00 AM,ADJUSTED,115310,"FIREFIGHTING, FOREST",42266844,-119.0692931,43.5805324,NAVTEQ,2007Q2,BLOCKFACE,YES,TGS, , ,0,0,0,0,0,0,0, , , , , , ,Y, , ,97233148-639e-4574-93e2-fdc5242d78de,-13254735.1223,5400756.997
629,10476799,UNCLASSIFIED,SHERIDAN FIRE DISTRICT SUBSTATION - BUELL,503-843-2467,5985 MILL CREEK ROAD, ,SHERIDAN,OR,97378,9540,POLK,41053,WEST SIDE OF MILL CREEK ROAD 0.22 NORTH OF STATE HIGHWAY 22, , , ,3/26/2008 12:00:00 AM,PHONE,5/6/2008 12:00:00 AM,ADJUSTED,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))",120810070,-123.4207977,45.0214172,NAVTEQ,2007Q2,BLOCKFACE,NO,TGS, , ,0,0,0,0,0,0,0, , , , , , ,N, , ,1613f1f9-dd1b-4b39-9175-0d28b300d286,-13739142.366,5624894.266
630,10477340,UNCLASSIFIED,ATHENA VOLUNTEER FIRE DEPARTMENT,541-566-3491,119 NORTH 2ND STREET, ,ATHENA,OR,97813, ,UMATILLA,41059,EAST SIDE OF NORTH 2ND STREET BETWEEN EAST MAIN STREET AND EAST JEFFERSON STREET., , , ,3/27/2008 12:00:00 AM,PHONE,5/6/2008 12:00:00 AM,ADJUSTED,922160,AMBULANCE AND FIRE SERVICE COMBINED,86395200,-118.4915246,45.8121178,NAVTEQ,2007Q2,BLOCKFACE,YES,TGS, ,00014,0,0,17,0,0,0,1,LOCAL, ,VOLUNTEER, , , ,Y, , ,760f4e6f-a7bc-4759-8500-e492e7d611aa,-13190418.3011,5750292.4667
631,10476132,UNCLASSIFIED,PINE HOLLOW VOLUNTEER FIRE DEPARTMENT STATION 2,541-544-2338,124 LAKE WAY, ,TYGH VALLEY,OR,97063,9736,WASCO,41065,"W SIDE OF LAKE WAY, BETWEEN LOWER CROSS RD AND TIMBER LN", , , ,3/24/2008 12:00:00 AM,PHONE,5/6/2008 12:00:00 AM,ADJUSTED,922160,AMBULANCE AND FIRE SERVICE COMBINED,86487396,-121.3931851,45.2183079,NAVTEQ,2007Q2,BLOCKFACE,NO,TGS, , ,0,0,0,0,0,0,0, , , , , , ,Y, , ,b739ea86-6d48-440d-81e5-bc0735c8f59e,-13513429.6091,5655955.8208
632,10476107,UNCLASSIFIED,MOSIER RURAL FIRE DEPARTMENT,541-478-3368,1600 ROCK CREEK ROAD, ,MOSIER,OR,97040,9750,WASCO,41065,"SE SIDE OF ROCKY CREEK RD, APPROX 0.25 MILES NW OF US-30", , , ,3/24/2008 12:00:00 AM,PHONE,5/6/2008 12:00:00 AM,ADJUSTED,922160,AMBULANCE AND FIRE SERVICE COMBINED,124475562,-121.4064029,45.68515,NAVTEQ,2007Q2,BLOCKFACE,NO,TGS, , ,0,0,0,0,0,0,0, , , , , , ,Y, , ,3972ef89-ae2f-4efe-8c23-e26433a8d84c,-13514901.0155,5730037.5249
633,10476619,UNCLASSIFIED,CITY OF MORO FIRE DEPARTMENT,541-565-3100,309 DEWEY STREET, ,MORO,OR,97039, ,SHERMAN,41055,SE SIDE OF DEWEY ST. BETWEEN MOORE ST AND 1ST ST., , , ,3/25/2008 12:00:00 AM,PHONE,5/6/2008 12:00:00 AM,ADJUSTED,922160,AMBULANCE AND FIRE SERVICE COMBINED,86450434,-120.7321955,45.4817041,NAVTEQ,2007Q2,BLOCKFACE,YES,TGS, , ,0,0,0,0,0,0,0, , , , , , ,Y, , ,19bba304-6d7c-4cc6-a0e1-cde36a4a8875,-13439848.6011,5697677.932
634,10139846,UNCLASSIFIED,SHEDD STATION 52,541-369-2419,31922 B STREET, ,SHEDD,OR,97377, ,LINN,41043,"S SIDE OF B ST, BETWEEN 1ST ST AND OR-99E", , , ,7/21/2006 12:00:00 AM,PHONE,5/6/2008 12:00:00 AM,ADJUSTED,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))",86610831,-123.1098592,44.4593432,NAVTEQ,2007Q2,BLOCKFACE,NO,TGS, , ,0,0,0,0,0,0,0, , , , , , , , , ,326dcf69-5996-49b3-8477-d4bf7fbf6aa5,-13704528.8402,5536804.4408
635,10139843,UNCLASSIFIED,ROGUE RIVER RURAL FIRE PROTECTION DISTRICT,541-582-4411,5474 NORTH RIVER ROAD, ,GOLD HILL,OR,97525, ,JACKSON,41029,"LOCATED ON EAST SIDE OF NORTH RIVER ROAD, APPROX .07 MILES SOUTH OF CLASSICK DRIVE.", , , ,7/24/2006 12:00:00 AM,PHONE,5/6/2008 12:00:00 AM,ADJUSTED,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))",121725288,-123.1612911,42.4302089,NAVTEQ,2007Q2,BLOCKFACE,YES,TGS, ,00318,0,0,40,0,0,0,1,LOCAL, ,MOSTLY VOLUNTEER, , , , , , ,18d94e6d-dd94-48b5-9a30-2e503b389bdf,-13710254.1569,5225642.6058
636,10139457,UNCLASSIFIED,KELLOGG RURAL FIRE DISTRICT STATION 2,541-459-1548,14641 TYEE ROAD, ,UMPQUA,OR,97486,9735,DOUGLAS,41019,LOCATED ON S SIDE OF TYEE ROAD JUST SE OF BEAN ROAD., , , ,7/28/2006 12:00:00 AM,PHONE,5/6/2008 12:00:00 AM,ADJUSTED,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))",121586615,-123.5602469,43.446905,NAVTEQ,2007Q2,BLOCKFACE,NO,TGS, , ,0,0,0,0,0,0,0, , , , , , , , , ,1e27ea43-7782-4a8c-a94a-8f1b0747c1fc,-13754665.7354,5380245.1224
637,10139444,UNCLASSIFIED,SHANIKO VOLUNTEER FIRE DEPARTMENT,541-544-2152,4TH STREET, ,SHANIKO,OR,97057, ,WASCO,41065,"LOCATED ON THE NORTH SIDE OF 4TH ST, BETWEEN D ST AND E ST.", , , ,7/19/2006 12:00:00 AM,PHONE,5/6/2008 12:00:00 AM,ADJUSTED,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))",86516873,-120.7531316,45.0038101,NAVTEQ,2007Q2,BLOCKFACE,NO,TGS, , ,0,0,0,0,0,0,0, , , , , , , , , ,dc900f0e-38e6-4f06-917f-55c49feadee9,-13442179.1793,5622121.841
638,10139442,UNCLASSIFIED,JORDAN VALLEY VOLUNTEER FIRE DEPARTMENT,541-586-2460,306 BLACKABY STREET, ,JORDAN VALLEY,OR,97910, ,MALHEUR,41045,"LOCATED ON THE EAST SIDE OF BLACKABY STREET, ABOUT .04 MILES NORTH OF THE BLACKABY STREET AND MAIN STREET INTERSECTION.", , , ,8/2/2006 12:00:00 AM,PHONE,5/6/2008 12:00:00 AM,ADJUSTED,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))",86790832,-117.055416,42.9749832,NAVTEQ,2007Q2,BLOCKFACE,NO,TGS, ,00180,0,0,10,0,0,0,1,LOCAL, ,VOLUNTEER, , , , , , ,3f4092eb-a0a5-403b-8ebd-921e4a44c1bb,-13030551.3542,5308165.4417
639,10474986,UNCLASSIFIED,HELIX RURAL FIRE PROTECTION DISTRICT 7 STATION 2,541-457-2911,SOUTH JUNIPER CANYON ROAD, ,HELIX,OR,97835, ,UMATILLA,41059,EAST SIDE OF S JUNIPER CANYON RD.0.98 MILE SOUTHAST OF THE FERGIES RD AND S JUNIPER CANYON RD INTERSECTION., , , ,3/20/2008 12:00:00 AM,PHONE,5/6/2008 12:00:00 AM,ADJUSTED,922160,AMBULANCE AND FIRE SERVICE COMBINED,92972716,-118.8134088,45.9047896,NAVTEQ,2007Q2,BLOCKFACE,NO,TGS, , ,0,0,0,0,0,0,0, , , , , , ,Y, , ,8a9ef2ca-ea57-4007-a18b-59087a87093e,-13226250.2805,5765105.3236
640,10473444,UNCLASSIFIED,SHUTTER CREEK CORRECTIONAL INSTITUTION FIRE DEPARTMENT,541-756-6666,95200 SHUTTERS LANDING ROAD, ,NORTH BEND,OR,97459,8712,COOS,41011,ON THE EAST SIDE OF SHUTTERS LANDING ROAD 0.18 MILES NORTH OF TRANSIT HILL ROAD., , , ,3/20/2008 12:00:00 AM,PHONE,5/6/2008 12:00:00 AM,ADJUSTED,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))",119712717,-124.1771562,43.5347383,NAVTEQ,2007Q2,BLOCKFACE,YES,TGS, ,00495,0,0,21,0,0,0,1,STATE GOVERNMENT, ,VOLUNTEER, , , ,N, , ,ed9598f2-d8ef-4802-8206-8db64e52cab8,-13823339.7603,5393722.3971
641,10473442,UNCLASSIFIED,ECHO RURAL FIRE PROTECTION DISTRICT STATION 3,541-376-8580,72934 STATE HIGHWAY 207, ,ECHO,OR,97826, ,UMATILLA,41059,NW SIDE OF KY-207.0.31 MILE SW OF THE EAGLE RANCH RD AND KY-207 INTERSECTION., , , ,3/20/2008 12:00:00 AM,PHONE,5/6/2008 12:00:00 AM,ADJUSTED,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))",112428062,-119.3852216,45.6709045,NAVTEQ,2007Q2,BLOCKFACE,NO,TGS, , ,0,0,0,0,0,0,0, , , , , , ,N, , ,22cfe32b-ffdc-4d09-a505-e336a58841ca,-13289904.1746,5727767.9038
642,10473440,UNCLASSIFIED,ECHO RURAL FIRE PROTECTION DISTRICT STATION 2,541-376-8580,FANSHIER ROAD, ,ECHO,OR,97826, ,UMATILLA,41059,NORTH SIDE OF FANSHIER RD. 0.47 MILES WEST OF THE FANSHIER RD AND BARNHART RD INTERSECTION., , , ,3/20/2008 12:00:00 AM,PHONE,5/6/2008 12:00:00 AM,ADJUSTED,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))",121275518,-118.9428258,45.6900111,NAVTEQ,2007Q2,BLOCKFACE,NO,TGS, , ,0,0,0,0,0,0,0, , , , , , ,N, , ,ad0cdb4b-01be-4e7b-8d08-545d743311ae,-13240656.9099,5730812.2127
643,10473277,UNCLASSIFIED,MILTON-FREEWATER CITY FIRE DEPARTMENT STATION 2,541-938-8256,13 SOUTHEAST 9TH AVENUE, ,MILTON FREEWATER,OR,97862,1107,UMATILLA,41059,NW CORNER OF S MILL ST AND SE 9TH AVE., , , ,3/20/2008 12:00:00 AM,PHONE,5/6/2008 12:00:00 AM,ADJUSTED,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))",86382540,-118.3835905,45.9275411,NAVTEQ,2007Q2,BLOCKFACE,NO,TGS, , ,0,0,0,0,0,0,0, , , , , , ,N, , ,7bd7dcfb-9dae-4229-8ef8-4388dcc21232,-13178403.1358,5768745.77
644,10139845,UNCLASSIFIED,OAKVILLE STATION 54,541-369-2419,31919 OAKVILLE ROAD, ,SHEDD,OR,97377,9784,LINN,41043,SE SIDE OF OAKVILLE RD BETWEEN PEORIA RD AND CHURCH RD, , , ,7/21/2006 12:00:00 AM,PHONE,5/6/2008 12:00:00 AM,ADJUSTED,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))",92572801,-123.1872594,44.5097715,NAVTEQ,2007Q2,BLOCKFACE,NO,TGS, , ,0,0,0,0,0,0,0, , , , , , , , , ,eec7b58a-8c83-48b3-92e0-4c7be0715315,-13713144.9968,5544672.8804
645,10472402,UNCLASSIFIED,OREGON DEPARTMENT OF FORESTRY - ASTORIA DISTRICT,503-325-5451,92219 STATE HIGHWAY 202, ,ASTORIA,OR,97103, ,CLATSOP,41007,LOCATED ON THE EAST SIDE OF STATE HIGHWAY 202 .12 MILES SOUTHEAST OF THE STATE HIGHWAY 202 AND FARM LANE INTERSECTION., , , ,3/19/2008 12:00:00 AM,PHONE,5/6/2008 12:00:00 AM,ADJUSTED,115310,"FIREFIGHTING, FOREST",119686742,-123.7969064,46.1518626,NAVTEQ,2007Q2,BLOCKFACE,YES,TGS, , ,0,0,0,0,0,0,0, , , , , , ,N, , ,5be24159-4464-47d8-b1cd-b63799b91c58,-13781010.6267,5804719.2198
646,10472279,UNCLASSIFIED,COOS FOREST PROTECTIVE ASSOCIATION,541-267-3161,63612 FIFTH ROAD, ,COOS BAY,OR,97420,3855,COOS,41011,ON THE WEST SIDE OF FIFTH ROAD 0.07 MILES NORTH OF ADAMS LANE., , , ,3/19/2008 12:00:00 AM,PHONE,5/6/2008 12:00:00 AM,ADJUSTED,115310,"FIREFIGHTING, FOREST",92558485,-124.2049661,43.3525419,NAVTEQ,2007Q2,BLOCKFACE,YES,TGS, , ,0,0,0,0,0,0,0, , , , , , ,N, , ,446d6484-c96d-49e9-8fa3-87b69a76465b,-13826435.5294,5365787.6841
647,10472271,UNCLASSIFIED,DAYTON FIRE DISTRICT,503-864-3558,500 7TH STREET, ,DAYTON,OR,97114,9781,YAMHILL,41071,WEST SIDE OF 7TH STREET BETWEEN SE FERRY STREET AND RODEO DRIVE, , , ,3/19/2008 12:00:00 AM,PHONE,5/6/2008 12:00:00 AM,ADJUSTED,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))",92583995,-123.0813151,45.2168074,NAVTEQ,2007Q2,BLOCKFACE,YES,TGS, ,00089,0,0,35,0,0,0,3,LOCAL, ,VOLUNTEER, , , ,N, , ,e168fb49-e1ee-4775-adb6-20931b8b5561,-13701351.3449,5655718.6545
648,10139448,UNCLASSIFIED,MIST-BIRKENFELD FIRE DEPARTMENT - SAGER,503-755-2710,75125 STATE HIGHWAY 202, ,BIRKENFELD,OR,97016, ,CLATSOP,41007,ABOUT .11 MILES WEST OF E SAGER CREEK RD ON THE NORTH SIDE OF OR-202., , , ,7/14/2006 12:00:00 AM,PHONE,5/6/2008 12:00:00 AM,ADJUSTED,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))",109776003,-123.4017748,45.9858651,NAVTEQ,2007Q2,BLOCKFACE,NO,TGS, , ,0,0,0,0,0,0,0, , , , , , , , , ,c16874e5-1d44-422b-9c5d-0572b4c610b0,-13737024.7731,5778084.8195
649,10472208,UNCLASSIFIED,MIST-BIRKENFELD RURAL FIRE PROTECTION DISTRICT - BURRIS STATION,503-755-2710,67131 BURRIS ROAD, ,VERNONIA,OR,97064, ,COLUMBIA,41009,SW SIDE OF BURRIS ROAD .30 S OF OBLACK MAINLINE ROAD., , , ,3/19/2008 12:00:00 AM,PHONE,5/6/2008 12:00:00 AM,ADJUSTED,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))",121088838,-123.1904143,45.9672713,NAVTEQ,2007Q2,BLOCKFACE,NO,TGS, , ,0,0,0,0,0,0,0, , , , , , ,N, , ,b717ba20-0d76-469d-9907-afe72b00e746,-13713496.2414,5775106.4149
650,10471222,UNCLASSIFIED,MIST-BIRKENFELD RURAL FIRE PROTECTION DISTRICT - FISHHAWK LAKE STATION,503-755-0121,71288 NORTHSHORE DRIVE, ,BIRKENFELD,OR,97016,7281,CLATSOP,41007,N SIDE OF FISHHAWK LAKE ENTRY ROAD BETWEEN NORTHSHORE DRIVE AND FISHHAWK ROAD.,BURN LINE,503-755-0121, ,3/28/2008 12:00:00 AM,PHONE,5/6/2008 12:00:00 AM,ADJUSTED,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))",119685807,-123.3693187,46.0321934,NAVTEQ,2007Q2,BLOCKFACE,YES,TGS, , ,0,0,0,0,0,0,0, , , , , , ,N, , ,8d6447b7-c771-4a56-979b-38dbe0c9fda2,-13733411.7869,5785510.172
651,10470948,UNCLASSIFIED,DEPOE BAY RURAL FIRE PROTECTION DISTRICT STATION 2300 - DEPOE BAY,541-764-2202,325 SOUTH UNITED STATES HIGHWAY 101, ,DEPOE BAY,OR,97341, ,LINCOLN,41041,LOCATED ON THE W SIDE OF S US-101 BETWEEN EVANS ST AND SW GRAHAM ST., , , ,3/18/2008 12:00:00 AM,PHONE,5/6/2008 12:00:00 AM,ADJUSTED,922160,AMBULANCE AND FIRE SERVICE COMBINED,87471676,-124.061767,44.8073981,NAVTEQ,2007Q2,BLOCKFACE,YES,TGS, , ,0,0,0,0,0,0,0, , , , , , ,Y, , ,e4f202be-03b6-4dda-b1bf-a9ce4f25206f,-13810494.7262,5591251.5035
652,10139842,UNCLASSIFIED,STAYTON RURAL FIRE PROTECTION DISTRICT - MEHAMA STATION,503-769-2601,21475 FERRY ROAD SOUTHEAST, ,STAYTON,OR,97383,9655,MARION,41047,"LOCATED ON THE NORTH SIDE OF FERRY RD SE, .19 MILES NORTHWEST OF BRANCH LN SE.", , , ,7/24/2006 12:00:00 AM,PHONE,5/6/2008 12:00:00 AM,ADJUSTED,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))",129636138,-122.6257346,44.7907296,NAVTEQ,2007Q2,BLOCKFACE,NO,TGS, , ,0,0,0,0,0,0,0, , , , , , , , , ,75da23d6-e1e6-478b-8ee9-e0f9ccc6eec4,-13650636.3517,5588636.5636
653,10139446,UNCLASSIFIED,STAYTON RURAL FIRE PROTECTION DISTRICT - ELKHORN STATION,503-769-2601,32788 NORTH FORK ROAD SOUTHEAST, ,LYONS,OR,97358,9704,MARION,41047,"LOCATED ON THE SOUTHEAST SIDE OF N FORK ROAD SE, .69 MILES NORTHEAST OF MEYERS RD.", , , ,7/24/2006 12:00:00 AM,PHONE,5/6/2008 12:00:00 AM,ADJUSTED,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))",121294360,-122.4012597,44.8170725,NAVTEQ,2007Q2,BLOCKFACE,NO,TGS, , ,0,0,0,0,0,0,0, , , , , , , , , ,04731711-e259-4c2a-91e9-421fed8be90c,-13625647.9238,5592769.6065
654,10470900,UNCLASSIFIED,CAMP SHERMAN FIRE DEPARTMENT,541-595-2373,13033 SOUTHWEST CAMP SHERMAN ROAD, ,CAMP SHERMAN,OR,97730, ,JEFFERSON,41031,ON EAST SIDE OF SW CAMP SHERMAN RD BETWEEN TAMARACK LN AND SW METKE LN, , , ,3/18/2008 12:00:00 AM,PHONE,5/6/2008 12:00:00 AM,ADJUSTED,922160,"FIRE DEPARTMENTS (E.G., GOVERNMENT, VOLUNTEER (EXCEPT PRIVATE))",109807725,-121.6541275,44.4498458,NAVTEQ,2007Q2,BLOCKFACE,YES,TGS, , ,0,0,0,0,0,0,0, , , , , , ,N, , ,d6e1592f-bf91-4a61-826a-0b1272dcd6c1,-13542477.5495,5535323.3347
655,10470617,UNCLASSIFIED,SIUSLAW VALLEY FIRE AND RESCUE STATION 7 - OAK STREET STATION,541-997-4102,3251 OAK STREET, ,FLORENCE,OR,97439,9519,LANE,41039,"LOCATED ON THE EAST SIDE OF OAK STREET, BETWEEN 32ND STREET AND 34TH STREET.", , , ,3/14/2008 12:00:00 AM,PHONE,5/6/2008 12:00:00 AM,ADJUSTED,922160,FIRE AND RESCUE SERVICE,109822932,-124.103553,43.9946486,NAVTEQ,2007Q2,BLOCKFACE,YES,TGS, , ,0,0,0,0,0,0,0, , , , , , ,Y, , ,85dc1c51-c49a-48b6-9db0-063aee50f523,-13815146.2968,5464614.5517
